order_id,user_id,event_id,tier_id,quantity,total_price,status,created_at,has_qr_code,ip_address,user_agent,device_id,is_fraud,fraud_type
12683,1865,48,105,1,29.45,paid,2026-02-20 02:22:00.000000000,True,,,,False,none
12684,1878,114,252,8,370.56,paid,2026-02-20 03:45:49.029539308,True,,,,False,none
12685,5976,114,251,2,24.74,paid,2026-02-20 06:22:00.000000000,True,,,,False,none
12686,5985,113,248,4,482.04,paid,2026-02-20 06:50:00.000000000,True,,,,False,none
12687,677,241,531,1,92.31,paid,2026-02-20 07:01:00.000000000,True,,,,False,none
12688,5414,352,770,1,21.42,paid,2026-02-20 07:07:00.000000000,True,,,,False,none
12689,3838,357,782,1,83.01,paid,2026-02-20 07:15:00.000000000,True,,,,False,none
12690,2798,185,404,2,49.62,paid,2026-02-20 08:00:00.000000000,True,,,,False,none
12691,1372,108,235,1,122.49,pending,2026-02-20 08:05:00.000000000,False,,,,False,none
12692,4985,88,187,1,33.89,paid,2026-02-20 08:15:00.000000000,True,,,,False,none
12693,4936,41,90,2,42.62,paid,2026-02-20 08:17:00.000000000,True,,,,False,none
12694,5959,465,1015,2,56.2,refunded,2026-02-20 08:19:00.000000000,False,,,,False,none
12695,4667,138,303,1,101.3,paid,2026-02-20 08:31:00.000000000,True,,,,False,none
12696,2842,270,594,1,64.93,paid,2026-02-20 08:32:00.000000000,True,,,,False,none
12697,5121,37,77,1,300.4,paid,2026-02-20 08:41:00.000000000,True,,,,False,none
12698,1982,465,1015,1,28.1,paid,2026-02-20 08:43:00.000000000,True,,,,False,none
12699,1574,113,247,4,105.96,paid,2026-02-20 08:45:00.000000000,True,,,,False,none
12700,1168,240,528,2,314.44,paid,2026-02-20 08:46:00.000000000,True,,,,False,none
12701,450,330,726,1,20.49,paid,2026-02-20 08:48:00.000000000,True,,,,False,none
12702,2114,9,11,2,178.58,paid,2026-02-20 08:55:00.000000000,True,,,,False,none
12703,3037,19,36,3,36.57,paid,2026-02-20 08:59:00.000000000,True,,,,False,none
12704,271,88,185,4,126.24,paid,2026-02-20 09:03:00.000000000,True,,,,False,none
12705,2657,333,733,2,500.34,paid,2026-02-20 09:04:00.000000000,True,,,,False,none
12706,1297,165,360,2,41.7,paid,2026-02-20 09:13:00.000000000,True,,,,False,none
12707,562,343,752,2,19.92,paid,2026-02-20 09:18:00.000000000,True,,,,False,none
12708,2616,249,552,1,10.77,paid,2026-02-20 09:23:00.000000000,True,,,,False,none
12709,456,242,535,1,79.14,paid,2026-02-20 09:35:00.000000000,False,,,,False,none
12710,1692,333,731,1,44.34,paid,2026-02-20 09:41:00.000000000,True,,,,False,none
12711,1827,184,402,2,538.32,paid,2026-02-20 09:51:00.000000000,True,,,,False,none
12712,2114,114,252,1,46.32,paid,2026-02-20 10:12:00.000000000,True,,,,False,none
12713,4123,114,249,3,84.54,paid,2026-02-20 10:14:00.000000000,True,,,,False,none
12714,5899,457,997,3,149.31,paid,2026-02-20 10:24:00.000000000,True,,,,False,none
12715,3126,181,395,3,359.61,paid,2026-02-20 10:35:00.000000000,True,,,,False,none
12716,2930,48,105,3,88.35,paid,2026-02-20 11:01:00.000000000,True,,,,False,none
12717,4532,105,227,1,50.87,paid,2026-02-20 11:10:00.000000000,True,,,,False,none
12718,1341,171,374,3,214.62,paid,2026-02-20 12:02:00.000000000,True,,,,False,none
12719,678,181,395,3,359.61,paid,2026-02-20 13:12:00.000000000,True,,,,False,none
12720,4025,364,800,1,15.83,paid,2026-02-20 13:26:00.000000000,True,,,,False,none
12721,6122,181,394,2,86.78,paid,2026-02-20 13:31:00.000000000,True,,,,False,none
12722,6069,114,250,2,19.76,refunded,2026-02-20 13:34:00.000000000,False,,,,False,none
12723,3288,48,105,2,58.9,paid,2026-02-20 13:43:00.000000000,True,,,,False,none
12724,5458,102,222,12,2229.6,paid,2026-02-20 14:01:00.000000000,True,,,,True,new_account_high_value
12725,784,102,221,1,55.28,paid,2026-02-20 14:01:00.000000000,True,,,,False,none
12726,3628,102,222,33,6131.4,paid,2026-02-20 14:08:49.197999560,True,,,,True,scalping_bulk
12727,1670,352,769,3,85.59,paid,2026-02-20 14:25:00.000000000,True,,,,False,none
12728,810,357,784,2,521.62,paid,2026-02-20 14:37:00.000000000,True,,,,False,none
12729,1212,343,752,2,19.92,paid,2026-02-20 14:45:00.000000000,True,,,,False,none
12730,4478,240,529,1,33.65,paid,2026-02-20 14:50:00.000000000,True,,,,False,none
12731,372,185,404,1,24.81,paid,2026-02-20 15:21:00.000000000,True,,,,False,none
12732,4309,422,913,1,54.21,paid,2026-02-20 15:28:00.000000000,True,,,,False,none
12733,6067,218,478,1,92.7,paid,2026-02-20 15:33:00.000000000,True,,,,False,none
12734,6087,249,551,1,11.15,paid,2026-02-20 15:45:00.000000000,True,,,,False,none
12735,4469,373,821,1,37.6,paid,2026-02-20 15:56:00.000000000,True,,,,False,none
12736,6080,345,757,3,1050.42,paid,2026-02-20 16:23:00.000000000,True,,,,False,none
12737,276,242,534,2,64.3,paid,2026-02-20 16:46:00.000000000,True,,,,False,none
12738,4586,242,535,1,79.14,paid,2026-02-20 16:54:00.000000000,True,,,,False,none
12739,4399,88,186,2,54.48,paid,2026-02-20 16:59:00.000000000,True,,,,False,none
12740,487,88,187,3,101.67,paid,2026-02-20 17:07:00.000000000,True,,,,False,none
12741,3173,343,753,1,37.65,paid,2026-02-20 17:12:00.000000000,True,,,,False,none
12742,1124,41,90,1,21.31,paid,2026-02-20 17:14:00.000000000,True,,,,False,none
12743,6125,457,994,4,501.16,paid,2026-02-20 17:25:00.000000000,True,,,,False,none
12744,531,242,534,1,32.15,paid,2026-02-20 17:34:00.000000000,True,,,,False,none
12745,5609,343,753,4,150.6,paid,2026-02-20 17:58:00.000000000,True,,,,False,none
12746,5105,102,222,2,371.6,paid,2026-02-20 18:02:00.000000000,True,,,,False,none
12747,1078,48,104,1,26.35,paid,2026-02-20 18:05:00.000000000,True,,,,False,none
12748,4867,48,103,2,242.42,paid,2026-02-20 18:36:00.000000000,True,,,,False,none
12749,2249,478,1037,1,74.16,pending,2026-02-20 18:38:00.000000000,False,,,,False,none
12750,1771,132,291,2,36.7,paid,2026-02-20 18:40:00.000000000,True,,,,False,none
12751,3456,352,769,1,28.53,paid,2026-02-20 19:09:00.000000000,True,,,,False,none
12752,5007,333,731,3,133.02,paid,2026-02-20 19:12:00.000000000,True,,,,False,none
12753,2349,249,551,2,22.3,refunded,2026-02-20 19:19:00.000000000,False,,,,False,none
12754,6010,48,104,2,52.7,paid,2026-02-20 19:26:00.000000000,True,,,,False,none
12755,710,310,687,2,39.22,paid,2026-02-20 19:31:00.000000000,True,,,,False,none
12756,3041,112,244,3,340.62,paid,2026-02-20 19:57:00.000000000,True,,,,False,none
12757,2720,241,533,4,217.48,paid,2026-02-20 19:57:00.000000000,True,,,,False,none
12758,886,112,245,2,57.88,paid,2026-02-20 20:04:00.000000000,True,,,,False,none
12759,491,392,860,2,55.02,paid,2026-02-20 20:19:00.000000000,True,,,,False,none
12760,2735,113,248,3,361.53,pending,2026-02-20 20:25:00.000000000,False,,,,False,none
12761,4416,412,898,4,429.92,paid,2026-02-20 20:38:00.000000000,True,,,,False,none
12762,5513,333,732,1,159.42,paid,2026-02-20 20:40:00.000000000,True,,,,False,none
12763,3288,37,77,1,300.4,paid,2026-02-20 20:42:00.000000000,False,,,,False,none
12764,1618,242,534,1,32.15,paid,2026-02-20 20:49:00.000000000,True,,,,False,none
12765,1742,174,382,1,261.72,paid,2026-02-20 20:51:00.000000000,True,,,,False,none
12766,3976,181,395,1,119.87,paid,2026-02-20 20:56:00.000000000,True,,,,False,none
12767,1671,216,469,3,71.91,paid,2026-02-20 21:13:00.000000000,False,,,,False,none
12768,3626,249,551,2,22.3,paid,2026-02-20 22:16:00.000000000,True,,,,False,none
12769,2787,88,187,1,33.89,paid,2026-02-20 22:26:00.000000000,True,,,,False,none
12770,1261,343,753,3,112.95,refunded,2026-02-20 22:39:00.000000000,False,,,,False,none
12771,2345,412,897,4,738.88,paid,2026-02-20 22:49:00.000000000,True,,,,False,none
12772,5252,132,291,3,55.05,paid,2026-02-20 22:55:00.000000000,True,,,,False,none
12773,5299,114,249,2,56.36,paid,2026-02-20 22:58:00.000000000,True,,,,False,none
12774,1177,352,769,1,28.53,paid,2026-02-20 23:42:00.000000000,True,,,,False,none
12775,2824,112,245,11,318.34,pending,2026-02-20 23:48:16.547220021,False,,,,False,none
12776,379,95,204,1,25.23,paid,2026-02-20 23:59:00.000000000,True,,,,False,none
12777,1595,242,534,1,32.15,paid,2026-02-21 00:45:00.000000000,True,,,,False,none
12778,5395,114,251,3,37.11,paid,2026-02-21 02:05:00.000000000,True,,,,False,none
12779,276,242,534,1,32.15,paid,2026-02-21 02:38:00.000000000,True,,,,False,none
12780,5820,242,534,1,32.15,paid,2026-02-21 06:06:00.000000000,True,,,,False,none
12781,5122,208,447,2,32.84,pending,2026-02-21 06:11:00.000000000,False,,,,False,none
12782,161,249,552,3,32.31,paid,2026-02-21 07:04:00.000000000,True,,,,False,none
12783,3632,391,859,1,100.16,paid,2026-02-21 07:12:00.000000000,True,,,,False,none
12784,4387,357,783,1,113.61,paid,2026-02-21 07:33:00.000000000,True,,,,False,none
12785,1058,242,535,2,158.28,paid,2026-02-21 07:34:00.000000000,True,,,,False,none
12786,3645,216,470,1,20.06,paid,2026-02-21 07:44:00.000000000,True,,,,False,none
12787,3715,249,551,1,11.15,pending,2026-02-21 07:50:00.000000000,False,,,,False,none
12788,3239,241,533,1,54.37,paid,2026-02-21 07:58:00.000000000,True,,,,False,none
12789,4255,249,552,1,10.77,paid,2026-02-21 08:02:00.000000000,False,,,,False,none
12790,861,19,36,4,48.76,paid,2026-02-21 08:06:00.000000000,True,,,,False,none
12791,2787,184,401,2,537.56,paid,2026-02-21 08:08:00.000000000,True,,,,False,none
12792,5880,242,535,1,79.14,paid,2026-02-21 08:23:00.000000000,True,,,,False,none
12793,3357,218,479,1,96.13,pending,2026-02-21 08:37:00.000000000,False,,,,False,none
12794,275,102,220,1,61.43,paid,2026-02-21 08:59:00.000000000,True,,,,False,none
12795,250,112,245,1,28.94,paid,2026-02-21 09:10:00.000000000,True,,,,False,none
12796,2014,333,734,3,171.48,paid,2026-02-21 10:24:00.000000000,True,,,,False,none
12797,756,343,754,3,28.02,paid,2026-02-21 10:28:00.000000000,True,,,,False,none
12798,5022,88,185,2,63.12,paid,2026-02-21 10:50:00.000000000,True,,,,False,none
12799,4216,95,204,2,50.46,paid,2026-02-21 10:53:00.000000000,True,,,,False,none
12800,3254,88,186,2,54.48,paid,2026-02-21 10:57:00.000000000,True,,,,False,none
12801,3385,391,859,1,100.16,paid,2026-02-21 11:09:00.000000000,True,,,,False,none
12802,297,155,338,2,285.54,paid,2026-02-21 11:59:00.000000000,True,,,,False,none
12803,3126,345,758,3,199.89,paid,2026-02-21 12:07:00.000000000,True,,,,False,none
12804,1061,279,613,2,81.38,paid,2026-02-21 12:15:00.000000000,True,,,,False,none
12805,2212,326,721,1,25.35,paid,2026-02-21 12:26:40.917948000,True,,,,True,stealth_fraud
12806,5266,352,769,1,28.53,paid,2026-02-21 12:35:00.000000000,True,,,,False,none
12807,4645,270,592,2,32.3,paid,2026-02-21 12:55:00.000000000,True,,,,False,none
12808,450,322,713,3,50.01,paid,2026-02-21 13:16:00.000000000,True,,,,False,none
12809,3161,41,89,2,37.16,paid,2026-02-21 13:19:00.000000000,True,,,,False,none
12810,2101,185,405,2,250.76,pending,2026-02-21 13:21:32.806124526,False,,,,True,stealth_fraud
12811,5241,18,34,1,15.62,paid,2026-02-21 13:32:00.000000000,True,,,,False,none
12812,219,112,243,1,68.88,paid,2026-02-21 13:34:00.000000000,True,,,,False,none
12813,3160,181,393,2,347.72,refunded,2026-02-21 13:38:00.000000000,False,,,,False,none
12814,6048,48,103,4,484.84,paid,2026-02-21 14:01:00.000000000,True,,,,False,none
12815,3689,385,845,3,162.63,paid,2026-02-21 14:07:00.000000000,True,,,,False,none
12816,3817,8,9,3,404.25,paid,2026-02-21 14:19:00.000000000,True,,,,False,none
12817,2620,102,222,2,371.6,paid,2026-02-21 14:32:00.000000000,True,,,,False,none
12818,427,208,447,1,16.42,paid,2026-02-21 15:02:00.000000000,True,,,,False,none
12819,1801,56,121,2,127.82,paid,2026-02-21 15:04:00.000000000,True,,,,False,none
12820,5318,56,123,2,101.28,paid,2026-02-21 15:11:00.000000000,True,,,,False,none
12821,5611,385,844,3,115.77,paid,2026-02-21 15:14:00.000000000,True,,,,False,none
12822,3698,114,250,2,19.76,paid,2026-02-21 15:33:00.000000000,True,,,,False,none
12823,4613,112,244,1,113.54,paid,2026-02-21 15:36:00.000000000,True,,,,False,none
12824,3645,391,859,2,200.32,paid,2026-02-21 15:44:00.000000000,True,,,,False,none
12825,1025,216,470,1,20.06,paid,2026-02-21 15:56:00.000000000,True,,,,False,none
12826,4736,48,105,4,117.8,paid,2026-02-21 15:58:00.000000000,True,,,,False,none
12827,5192,102,221,2,110.56,paid,2026-02-21 16:04:00.000000000,True,,,,False,none
12828,2534,224,491,2,77.7,paid,2026-02-21 16:05:00.000000000,True,,,,False,none
12829,1423,249,552,3,32.31,paid,2026-02-21 16:14:00.000000000,True,,,,False,none
12830,3730,465,1015,3,84.3,paid,2026-02-21 16:16:00.000000000,True,,,,False,none
12831,3750,242,535,4,316.56,paid,2026-02-21 16:24:00.000000000,True,,,,False,none
12832,5022,88,185,3,94.68,paid,2026-02-21 16:38:00.000000000,True,,,,False,none
12833,2009,113,248,3,361.53,paid,2026-02-21 16:44:00.000000000,True,,,,False,none
12834,5735,102,222,2,371.6,paid,2026-02-21 16:52:00.000000000,True,,,,False,none
12835,706,112,245,2,57.88,paid,2026-02-21 16:58:00.000000000,True,,,,False,none
12836,862,413,900,2,31.68,paid,2026-02-21 17:02:00.000000000,True,,,,False,none
12837,5481,242,535,4,316.56,pending,2026-02-21 17:15:00.000000000,False,,,,False,none
12838,1644,48,103,1,121.21,paid,2026-02-21 17:16:00.000000000,True,,,,False,none
12839,3342,102,220,1,61.43,paid,2026-02-21 17:34:00.000000000,True,,,,False,none
12840,1155,270,593,1,42.33,paid,2026-02-21 17:36:00.000000000,True,,,,False,none
12841,4633,401,876,2,80.28,paid,2026-02-21 18:04:00.000000000,True,,,,False,none
12842,5894,48,105,1,29.45,paid,2026-02-21 18:04:00.000000000,True,,,,False,none
12843,2988,102,220,2,122.86,paid,2026-02-21 18:08:00.000000000,True,,,,False,none
12844,4058,114,250,2,19.76,paid,2026-02-21 18:10:00.000000000,True,,,,False,none
12845,2758,357,784,1,260.81,paid,2026-02-21 18:25:00.000000000,True,,,,False,none
12846,1125,391,859,4,400.64,paid,2026-02-21 18:26:00.000000000,True,,,,False,none
12847,1250,373,821,4,150.4,paid,2026-02-21 18:52:00.000000000,True,,,,False,none
12848,3689,185,404,1,24.81,paid,2026-02-21 18:54:00.000000000,True,,,,False,none
12849,4384,184,401,1,268.78,refunded,2026-02-21 19:00:00.000000000,False,,,,True,refund_abuse
12850,2995,102,221,1,55.28,paid,2026-02-21 19:01:00.000000000,True,,,,False,none
12851,5160,364,801,3,140.91,pending,2026-02-21 19:13:00.000000000,False,,,,False,none
12852,5711,326,721,2,50.7,paid,2026-02-21 19:14:00.000000000,True,,,,False,none
12853,2401,373,820,2,63.38,paid,2026-02-21 19:17:00.000000000,True,,,,False,none
12854,800,132,289,1,22.65,paid,2026-02-21 19:19:00.000000000,True,,,,False,none
12855,5245,181,395,3,359.61,paid,2026-02-21 19:21:00.000000000,True,,,,False,none
12856,2607,112,245,1,28.94,paid,2026-02-21 19:36:00.000000000,True,,,,False,none
12857,3716,241,531,4,369.24,paid,2026-02-21 20:04:00.000000000,True,,,,False,none
12858,1397,4,4,1,57.49,refunded,2026-02-21 20:07:00.000000000,False,,,,False,none
12859,3768,279,615,4,424.28,paid,2026-02-21 20:09:00.000000000,True,,,,False,none
12860,3575,249,551,1,11.15,paid,2026-02-21 20:27:00.000000000,True,,,,False,none
12861,3355,249,551,2,22.3,paid,2026-02-21 20:33:00.000000000,True,,,,False,none
12862,1642,249,552,2,21.54,paid,2026-02-21 20:36:00.000000000,True,,,,False,none
12863,4390,102,222,1,185.8,paid,2026-02-21 20:58:00.000000000,True,,,,False,none
12864,3155,364,801,4,187.88,paid,2026-02-21 21:02:00.000000000,True,,,,False,none
12865,5699,474,1031,13,3813.29,paid,2026-02-21 21:26:38.876852378,True,,,,False,none
12866,4519,19,36,1,12.19,paid,2026-02-21 21:46:00.000000000,True,,,,False,none
12867,1351,373,821,4,150.4,paid,2026-02-21 21:53:00.000000000,True,,,,False,none
12868,774,102,221,1,55.28,paid,2026-02-21 22:03:00.000000000,True,,,,False,none
12869,4775,436,945,3,1204.74,paid,2026-02-21 22:04:00.000000000,True,,,,False,none
12870,842,270,593,3,126.99,paid,2026-02-21 22:08:00.000000000,True,,,,False,none
12871,5886,102,221,1,55.28,paid,2026-02-21 22:37:00.000000000,True,,,,False,none
12872,5910,102,221,3,165.84,paid,2026-02-21 22:42:00.000000000,True,,,,False,none
12873,1970,108,235,2,244.98,paid,2026-02-21 22:54:00.000000000,True,,,,False,none
12874,2653,41,90,1,21.31,pending,2026-02-21 22:57:00.000000000,False,,,,False,none
12875,2620,50,109,2,302.86,paid,2026-02-21 23:12:00.000000000,True,,,,False,none
12876,4849,102,221,2,110.56,paid,2026-02-21 23:30:00.000000000,True,,,,False,none
12877,4365,218,476,1,336.97,pending,2026-02-22 01:48:00.000000000,False,,,,False,none
12878,2621,48,104,1,26.35,paid,2026-02-22 03:55:00.000000000,True,,,,False,none
12879,3876,102,221,2,110.56,paid,2026-02-22 05:20:00.000000000,True,,,,False,none
12880,3265,114,250,2,19.76,paid,2026-02-22 06:01:03.846077000,True,,,,True,stealth_fraud
12881,3238,171,374,3,214.62,paid,2026-02-22 07:13:00.000000000,True,,,,False,none
12882,2094,248,550,2,54.78,paid,2026-02-22 07:35:00.000000000,True,,,,False,none
12883,4538,310,689,2,38.44,paid,2026-02-22 07:43:00.000000000,False,,,,False,none
12884,3600,242,535,2,158.28,refunded,2026-02-22 08:01:00.000000000,False,,,,False,none
12885,1416,242,534,1,32.15,paid,2026-02-22 08:13:00.000000000,True,,,,False,none
12886,5526,436,945,1,401.58,paid,2026-02-22 09:06:00.000000000,True,,,,False,none
12887,2997,171,374,4,286.16,paid,2026-02-22 09:24:00.000000000,True,,,,False,none
12888,271,357,783,2,227.22,paid,2026-02-22 09:26:00.000000000,True,,,,False,none
12889,1853,151,327,3,77.67,paid,2026-02-22 09:39:00.000000000,True,,,,False,none
12890,1025,333,734,3,171.48,paid,2026-02-22 09:42:00.000000000,True,,,,False,none
12891,5717,242,535,2,158.28,paid,2026-02-22 10:22:00.000000000,True,,,,False,none
12892,6077,56,122,2,93.32,paid,2026-02-22 10:41:00.000000000,True,,,,False,none
12893,5539,457,996,2,436.2,paid,2026-02-22 10:43:00.000000000,True,,,,False,none
12894,669,364,801,1,46.97,paid,2026-02-22 11:28:00.000000000,True,,,,False,none
12895,4791,181,395,3,359.61,paid,2026-02-22 11:30:00.000000000,True,,,,False,none
12896,736,41,87,2,113.8,paid,2026-02-22 11:37:00.000000000,True,,,,False,none
12897,6025,216,471,2,49.8,paid,2026-02-22 11:52:00.000000000,True,,,,False,none
12898,2620,401,875,1,36.89,refunded,2026-02-22 11:58:00.000000000,False,,,,False,none
12899,3789,88,186,3,81.72,paid,2026-02-22 12:01:00.000000000,True,,,,False,none
12900,2746,165,360,1,20.85,paid,2026-02-22 12:09:00.000000000,True,,,,False,none
12901,279,208,448,1,18.9,paid,2026-02-22 12:11:00.000000000,True,,,,False,none
12902,4738,113,247,1,26.49,pending,2026-02-22 12:22:00.000000000,False,,,,False,none
12903,1157,102,222,2,371.6,paid,2026-02-22 12:24:00.000000000,True,,,,False,none
12904,3659,242,534,3,96.45,paid,2026-02-22 12:38:00.000000000,True,,,,False,none
12905,579,240,528,1,157.22,paid,2026-02-22 13:10:00.000000000,True,,,,False,none
12906,4690,102,222,1,185.8,paid,2026-02-22 13:21:00.000000000,False,,,,False,none
12907,488,102,222,3,557.4,paid,2026-02-22 13:26:00.000000000,True,,,,False,none
12908,2358,48,105,2,58.9,paid,2026-02-22 13:41:00.000000000,True,,,,False,none
12909,5556,364,801,2,93.94,paid,2026-02-22 14:02:00.000000000,True,,,,False,none
12910,674,333,732,3,478.26,paid,2026-02-22 14:10:00.000000000,True,,,,False,none
12911,975,279,612,2,70.94,paid,2026-02-22 14:20:00.000000000,True,,,,False,none
12912,757,364,800,4,63.32,paid,2026-02-22 14:50:00.000000000,True,,,,False,none
12913,5041,352,768,2,128.88,paid,2026-02-22 15:03:00.000000000,True,,,,False,none
12914,1762,337,742,1,51.18,paid,2026-02-22 15:10:00.000000000,True,,,,False,none
12915,4257,56,121,3,191.73,pending,2026-02-22 15:11:00.000000000,False,,,,False,none
12916,4599,372,818,1,76.48,paid,2026-02-22 15:11:00.000000000,True,,,,False,none
12917,456,48,104,4,105.4,paid,2026-02-22 15:35:00.000000000,True,,,,False,none
12918,1641,8,10,1,77.63,paid,2026-02-22 15:42:00.000000000,True,,,,False,none
12919,3405,249,552,3,32.31,paid,2026-02-22 15:49:00.000000000,True,,,,False,none
12920,5566,171,375,1,46.34,paid,2026-02-22 15:55:00.000000000,True,,,,False,none
12921,576,181,394,4,173.56,paid,2026-02-22 16:08:00.000000000,True,,,,False,none
12922,682,330,726,3,61.47,paid,2026-02-22 16:09:00.000000000,True,,,,False,none
12923,4662,155,336,3,100.92,paid,2026-02-22 16:23:00.000000000,True,,,,False,none
12924,2203,249,552,3,32.31,paid,2026-02-22 16:33:00.000000000,True,,,,False,none
12925,4450,216,469,1,23.97,paid,2026-02-22 16:43:00.000000000,True,,,,False,none
12926,1242,88,185,1,31.56,pending,2026-02-22 16:49:52.917581000,False,,,,True,stealth_fraud
12927,4241,235,513,9,148.77,refunded,2026-02-22 17:01:00.000000000,False,,,,True,new_account_high_value
12928,1841,235,512,12,188.4,paid,2026-02-22 17:01:00.000000000,True,,,,True,new_account_high_value
12929,4950,218,476,3,1010.91,paid,2026-02-22 17:09:00.000000000,True,,,,False,none
12930,5698,138,303,1,101.3,paid,2026-02-22 17:27:00.000000000,True,,,,False,none
12931,2934,124,269,2,82.9,paid,2026-02-22 17:29:00.000000000,True,,,,False,none
12932,5214,235,512,2,31.4,paid,2026-02-22 17:36:00.000000000,True,,,,False,none
12933,2212,112,244,3,340.62,paid,2026-02-22 17:45:00.000000000,True,,,,False,none
12934,6122,216,470,2,40.12,paid,2026-02-22 17:57:00.000000000,True,,,,False,none
12935,473,224,491,2,77.7,paid,2026-02-22 18:02:00.000000000,True,,,,False,none
12936,350,185,403,1,74.67,pending,2026-02-22 18:07:00.000000000,False,,,,False,none
12937,1511,103,223,1,46.24,paid,2026-02-22 18:24:00.000000000,True,,,,False,none
12938,5485,249,551,2,22.3,paid,2026-02-22 18:37:00.000000000,True,,,,False,none
12939,5837,102,220,1,61.43,paid,2026-02-22 18:55:00.000000000,True,,,,False,none
12940,3776,249,552,3,32.31,paid,2026-02-22 18:56:00.000000000,True,,,,False,none
12941,1413,84,180,11,769.34,paid,2026-02-22 19:01:00.000000000,True,,,,True,new_account_high_value
12942,2157,84,179,9,257.94,pending,2026-02-22 19:01:00.000000000,False,,,,True,new_account_high_value
12943,4083,202,441,5,181.95,paid,2026-02-22 19:01:00.000000000,True,,,,True,new_account_high_value
12944,1313,202,441,6,218.34,paid,2026-02-22 19:01:00.000000000,True,,,,True,new_account_high_value
12945,4531,202,441,14,509.46,paid,2026-02-22 19:01:00.000000000,True,,,,True,new_account_high_value
12946,1021,19,36,2,24.38,paid,2026-02-22 19:02:00.000000000,True,,,,False,none
12947,2198,48,105,4,117.8,paid,2026-02-22 19:02:00.000000000,True,,,,False,none
12948,6023,184,401,2,537.56,paid,2026-02-22 19:04:00.000000000,True,,,,False,none
12949,4163,270,593,2,84.66,paid,2026-02-22 19:14:00.000000000,True,,,,False,none
12950,3607,84,179,1,28.66,refunded,2026-02-22 19:23:00.000000000,False,,,,False,none
12951,2104,401,876,2,80.28,paid,2026-02-22 19:26:00.000000000,True,,,,False,none
12952,149,241,532,3,70.98,paid,2026-02-22 19:36:00.000000000,True,,,,False,none
12953,512,465,1015,2,56.2,pending,2026-02-22 19:44:00.000000000,False,,,,False,none
12954,4795,84,179,1,28.66,paid,2026-02-22 19:45:00.000000000,True,,,,False,none
12955,2027,112,245,1,28.94,paid,2026-02-22 19:45:00.000000000,True,,,,False,none
12956,3774,48,103,1,121.21,paid,2026-02-22 19:46:00.000000000,True,,,,False,none
12957,2552,102,221,1,55.28,paid,2026-02-22 19:54:00.000000000,True,,,,False,none
12958,1146,276,606,1,6.32,paid,2026-02-22 19:55:00.000000000,True,,,,False,none
12959,1299,184,402,5,1345.8,pending,2026-02-22 20:05:37.505586053,False,,,,True,new_account_high_value
12960,948,48,105,1,29.45,paid,2026-02-22 20:10:00.000000000,True,,,,False,none
12961,3607,50,109,1,151.43,paid,2026-02-22 20:14:00.000000000,True,,,,False,none
12962,4276,372,818,1,76.48,paid,2026-02-22 20:16:00.000000000,True,,,,False,none
12963,2298,301,666,1,16.36,paid,2026-02-22 20:24:00.000000000,True,,,,False,none
12964,5643,114,252,1,46.32,pending,2026-02-22 20:33:00.000000000,False,,,,False,none
12965,1145,102,220,1,61.43,refunded,2026-02-22 20:46:00.000000000,False,,,,False,none
12966,3394,249,551,2,22.3,paid,2026-02-22 21:00:00.000000000,True,,,,False,none
12967,4305,102,221,2,110.56,paid,2026-02-22 21:10:00.000000000,True,,,,False,none
12968,265,326,721,2,50.7,paid,2026-02-22 21:23:00.000000000,True,,,,False,none
12969,2833,113,246,1,68.88,paid,2026-02-22 21:35:00.000000000,True,,,,False,none
12970,4405,249,552,2,21.54,paid,2026-02-22 21:47:00.000000000,True,,,,False,none
12971,5125,37,77,2,600.8,paid,2026-02-22 21:47:00.000000000,True,,,,False,none
12972,4615,242,535,2,158.28,paid,2026-02-22 21:55:00.000000000,True,,,,False,none
12973,1242,478,1037,2,148.32,paid,2026-02-22 21:57:00.000000000,True,,,,False,none
12974,5732,102,221,1,55.28,paid,2026-02-22 21:59:00.000000000,True,,,,False,none
12975,4741,102,222,1,185.8,paid,2026-02-22 22:09:00.000000000,True,,,,False,none
12976,3916,208,447,4,65.68,refunded,2026-02-22 22:19:00.000000000,False,,,,False,none
12977,4989,48,105,2,58.9,paid,2026-02-22 22:33:00.000000000,True,,,,False,none
12978,431,322,714,3,53.73,paid,2026-02-22 22:40:00.000000000,True,,,,False,none
12979,4633,171,374,2,143.08,paid,2026-02-22 22:54:00.000000000,True,,,,False,none
12980,313,391,859,1,100.16,paid,2026-02-22 22:58:00.000000000,True,,,,False,none
12981,3966,348,762,1,22.72,paid,2026-02-22 23:24:00.000000000,True,,,,False,none
12982,1604,357,782,3,249.03,paid,2026-02-22 23:35:00.000000000,True,,,,False,none
12983,4206,124,270,2,71.84,paid,2026-02-23 00:12:00.000000000,True,,,,False,none
12984,3689,41,89,1,18.58,paid,2026-02-23 00:41:00.000000000,True,,,,False,none
12985,3654,235,514,1,66.68,paid,2026-02-23 00:51:00.000000000,True,,,,False,none
12986,3928,352,769,10,285.3,paid,2026-02-23 01:23:00.000000000,True,,,,True,account_takeover
12987,1982,466,1016,1,96.51,paid,2026-02-23 04:31:00.000000000,True,,,,False,none
12988,4198,333,731,3,133.02,paid,2026-02-23 05:02:00.000000000,True,,,,False,none
12989,3806,242,535,1,79.14,paid,2026-02-23 06:16:00.000000000,True,,,,False,none
12990,533,235,514,1,66.68,paid,2026-02-23 06:37:00.000000000,True,,,,False,none
