order_id,device_id,device_type,browser,operating_system,user_agent,ip_address,ip_country,ip_city,vpn_detected,proxy_detected,datacenter_ip,card_fingerprint,failed_payments,payment_attempts,phone_verified
4457,dev_965961,desktop,Firefox,Linux,desktop/Linux/Firefox,187.199.77.69,Pakistan,Islamabad,0.0,1.0,0.0,card_91945,0.0,1.0,1.0
4458,dev_667775,mobile,Chrome,Android,mobile/Android/Chrome,111.210.138.111,Pakistan,Islamabad,0.0,0.0,0.0,card_70396,0.0,1.0,1.0
4459,dev_698950,tablet,Chrome,iOS,tablet/iOS/Chrome,92.135.76.35,Turkey,Istanbul,0.0,0.0,0.0,card_49351,0.0,1.0,1.0
4460,dev_168977,mobile,Safari,Android,mobile/Android/Safari,134.14.199.231,Pakistan,Islamabad,0.0,0.0,0.0,card_64248,0.0,1.0,1.0
4461,,,,,,,,,,,,,,,
4462,dev_196346,desktop,Chrome,macOS,desktop/macOS/Chrome,31.7.168.250,Pakistan,Islamabad,0.0,0.0,0.0,card_95713,0.0,1.0,0.0
4463,dev_211516,mobile,Firefox,Android,mobile/Android/Firefox,44.83.116.124,Singapore,Singapore,0.0,0.0,0.0,card_15980,0.0,1.0,1.0
4464,dev_975547,mobile,Chrome,Android,mobile/Android/Chrome,92.185.139.166,Pakistan,Islamabad,0.0,0.0,0.0,card_52187,0.0,1.0,1.0
4465,dev_820465,desktop,Chrome,Linux,desktop/Linux/Chrome,210.4.68.229,UK,Manchester,0.0,0.0,0.0,card_69950,0.0,1.0,1.0
4466,dev_911425,tablet,Firefox,Android,tablet/Android/Firefox,153.140.1.146,Pakistan,Islamabad,0.0,0.0,0.0,card_63116,0.0,1.0,1.0
4467,dev_767461,mobile,Safari,iOS,mobile/iOS/Safari,138.58.232.71,Pakistan,Islamabad,0.0,0.0,0.0,card_67927,0.0,1.0,1.0
4468,dev_765349,mobile,Chrome,iOS,mobile/iOS/Chrome,10.116.169.26,Pakistan,Islamabad,1.0,0.0,0.0,card_83577,0.0,1.0,1.0
4469,dev_556980,mobile,Chrome,Android,mobile/Android/Chrome,178.147.67.227,USA,Los Angeles,0.0,0.0,0.0,card_69463,2.0,3.0,1.0
4470,,,,,,,,,,,,,,,
4471,dev_522904,mobile,Chrome,Android,mobile/Android/Chrome,147.51.230.179,Qatar,Doha,0.0,0.0,0.0,card_16860,0.0,1.0,1.0
4472,,,,,,,,,,,,,,,
4473,dev_529842,desktop,Chrome,macOS,desktop/macOS/Chrome,129.63.185.82,USA,Los Angeles,0.0,0.0,0.0,card_76026,0.0,1.0,1.0
4474,,,,,,,,,,,,,,,
4475,,,,,,,,,,,,,,,
4476,dev_326707,mobile,Firefox,Android,mobile/Android/Firefox,168.113.69.98,Pakistan,Islamabad,0.0,0.0,0.0,card_86155,0.0,1.0,1.0
4477,dev_657911,mobile,Chrome,Android,mobile/Android/Chrome,123.124.254.214,Pakistan,Islamabad,0.0,0.0,0.0,card_88347,0.0,1.0,1.0
4478,,,,,,,,,,,,,,,
4479,dev_311565,mobile,Firefox,Android,mobile/Android/Firefox,196.229.200.164,Pakistan,Islamabad,0.0,0.0,0.0,card_66471,0.0,1.0,0.0
4480,dev_798085,mobile,Firefox,Android,mobile/Android/Firefox,62.202.52.96,Pakistan,Islamabad,0.0,0.0,0.0,card_73917,0.0,1.0,1.0
4481,dev_915294,mobile,Chrome,Android,mobile/Android/Chrome,66.9.248.58,Pakistan,Islamabad,0.0,0.0,0.0,card_39413,0.0,1.0,1.0
4482,dev_911312,mobile,Edge,Android,mobile/Android/Edge,26.217.48.159,Pakistan,Islamabad,0.0,0.0,0.0,card_65060,0.0,1.0,1.0
4483,,,,,,,,,,,,,,,
4484,dev_454868,desktop,Chrome,Windows,desktop/Windows/Chrome,20.76.222.112,USA,Los Angeles,0.0,0.0,0.0,card_87361,0.0,1.0,0.0
4485,dev_431347,mobile,Safari,iOS,mobile/iOS/Safari,29.191.187.141,Singapore,Singapore,0.0,0.0,0.0,card_75204,0.0,1.0,0.0
4486,dev_829277,mobile,Chrome,Android,mobile/Android/Chrome,184.101.65.238,Pakistan,Islamabad,0.0,0.0,1.0,card_23266,0.0,1.0,1.0
4487,dev_925651,desktop,Chrome,macOS,desktop/macOS/Chrome,55.91.120.34,Indonesia,Unknown,0.0,0.0,1.0,card_30415,0.0,1.0,1.0
4488,,,,,,,,,,,,,,,
4489,dev_878892,mobile,Firefox,iOS,mobile/iOS/Firefox,204.161.2.208,UK,Manchester,0.0,0.0,0.0,card_39861,0.0,1.0,1.0
4490,dev_239089,mobile,Chrome,iOS,mobile/iOS/Chrome,179.158.100.5,Pakistan,Islamabad,0.0,0.0,1.0,card_61931,0.0,1.0,1.0
4491,dev_906732,mobile,Firefox,iOS,mobile/iOS/Firefox,158.54.221.94,Pakistan,Islamabad,0.0,0.0,0.0,card_47938,0.0,1.0,1.0
4492,dev_560833,tablet,Edge,iOS,tablet/iOS/Edge,130.125.147.18,Pakistan,Islamabad,0.0,0.0,0.0,card_79874,0.0,1.0,0.0
4493,dev_747258,desktop,Safari,Windows,desktop/Windows/Safari,15.120.215.115,Turkey,Istanbul,0.0,0.0,0.0,card_78116,0.0,1.0,1.0
4494,dev_183618,mobile,Chrome,iOS,mobile/iOS/Chrome,195.87.183.246,Qatar,Doha,0.0,0.0,0.0,card_81176,0.0,1.0,1.0
4495,dev_606339,desktop,Chrome,Windows,desktop/Windows/Chrome,54.187.215.27,Qatar,Doha,0.0,0.0,0.0,card_60357,0.0,1.0,0.0
4496,dev_423739,mobile,Safari,iOS,mobile/iOS/Safari,34.8.175.103,Pakistan,Islamabad,0.0,0.0,0.0,card_58920,0.0,1.0,1.0
4497,dev_594818,mobile,Chrome,Android,mobile/Android/Chrome,67.195.136.171,USA,Los Angeles,0.0,1.0,0.0,card_18326,0.0,1.0,1.0
4498,dev_260869,mobile,Chrome,Android,mobile/Android/Chrome,23.165.95.21,UK,Manchester,0.0,1.0,0.0,card_86178,0.0,1.0,1.0
4499,dev_370043,mobile,Safari,iOS,mobile/iOS/Safari,163.197.142.100,UAE,Dubai,0.0,0.0,0.0,card_79883,0.0,1.0,1.0
4500,dev_927538,mobile,Chrome,iOS,mobile/iOS/Chrome,176.173.0.209,UAE,Dubai,0.0,0.0,0.0,card_20117,0.0,1.0,0.0
4501,dev_178895,desktop,Safari,Windows,desktop/Windows/Safari,213.87.180.105,Pakistan,Islamabad,0.0,0.0,0.0,card_35489,0.0,1.0,1.0
4502,dev_449637,mobile,Safari,iOS,mobile/iOS/Safari,120.144.80.253,Pakistan,Islamabad,0.0,0.0,0.0,card_62843,0.0,1.0,1.0
4503,dev_201246,mobile,Chrome,Android,mobile/Android/Chrome,56.191.132.217,Pakistan,Islamabad,1.0,0.0,1.0,card_18834,1.0,2.0,1.0
4504,,,,,,,,,,,,,,,
4505,dev_991372,desktop,Safari,macOS,desktop/macOS/Safari,67.46.239.196,Pakistan,Islamabad,0.0,0.0,0.0,card_91888,0.0,1.0,0.0
4506,dev_232216,mobile,Chrome,Android,mobile/Android/Chrome,48.111.191.94,UAE,Dubai,0.0,0.0,0.0,card_24204,0.0,1.0,0.0
4507,dev_106642,desktop,Chrome,Linux,desktop/Linux/Chrome,109.50.147.214,USA,Los Angeles,0.0,0.0,0.0,card_86283,1.0,2.0,0.0
4508,dev_207578,mobile,Chrome,Android,mobile/Android/Chrome,167.124.46.106,Turkey,Istanbul,0.0,0.0,0.0,card_35951,0.0,1.0,1.0
4509,,,,,,,,,,,,,,,
4510,dev_437132,mobile,Chrome,iOS,mobile/iOS/Chrome,190.253.8.228,UK,Manchester,0.0,0.0,0.0,card_70212,0.0,1.0,1.0
4511,dev_382937,desktop,Safari,Windows,desktop/Windows/Safari,106.119.65.162,Pakistan,Islamabad,0.0,0.0,0.0,card_84111,0.0,1.0,1.0
4512,dev_685842,mobile,Chrome,iOS,mobile/iOS/Chrome,127.141.90.39,Pakistan,Islamabad,0.0,0.0,0.0,card_31353,0.0,1.0,1.0
4513,,,,,,,,,,,,,,,
4514,dev_256441,mobile,Edge,Android,mobile/Android/Edge,78.120.160.115,UAE,Dubai,0.0,0.0,0.0,card_15041,0.0,1.0,1.0
4515,dev_918707,desktop,Chrome,macOS,desktop/macOS/Chrome,6.161.219.120,Turkey,Istanbul,0.0,0.0,0.0,card_98641,0.0,1.0,1.0
4516,dev_981888,mobile,Chrome,Android,mobile/Android/Chrome,71.214.18.204,Pakistan,Islamabad,0.0,0.0,0.0,card_57209,0.0,1.0,1.0
4517,dev_839791,mobile,Chrome,iOS,mobile/iOS/Chrome,201.245.199.50,Brazil,Unknown,0.0,0.0,0.0,card_38579,0.0,1.0,1.0
4518,dev_464193,mobile,Chrome,Android,mobile/Android/Chrome,93.207.246.185,Pakistan,Islamabad,0.0,0.0,0.0,card_74980,0.0,1.0,1.0
4519,dev_858886,mobile,Safari,iOS,mobile/iOS/Safari,148.56.95.83,Pakistan,Islamabad,0.0,0.0,0.0,card_65058,0.0,1.0,1.0
4520,dev_677421,desktop,Safari,Windows,desktop/Windows/Safari,186.46.51.121,Pakistan,Islamabad,0.0,0.0,0.0,card_21405,0.0,1.0,1.0
4521,dev_175823,desktop,Other,macOS,desktop/macOS/Other,2.41.66.124,USA,Los Angeles,0.0,0.0,0.0,card_35475,0.0,1.0,1.0
4522,dev_359428,mobile,Chrome,Android,mobile/Android/Chrome,145.14.25.87,Australia,Sydney,0.0,1.0,0.0,card_23954,0.0,1.0,1.0
4523,dev_156943,mobile,Chrome,iOS,mobile/iOS/Chrome,222.48.109.250,UK,Manchester,0.0,0.0,0.0,card_80170,0.0,1.0,0.0
4524,dev_687760,mobile,Safari,iOS,mobile/iOS/Safari,190.4.122.237,Pakistan,Islamabad,0.0,0.0,0.0,card_72025,0.0,1.0,1.0
4525,,,,,,,,,,,,,,,
4526,dev_431998,mobile,Chrome,iOS,mobile/iOS/Chrome,125.159.242.71,UK,Manchester,0.0,0.0,0.0,card_70984,0.0,1.0,0.0
4527,dev_127325,mobile,Chrome,Android,mobile/Android/Chrome,168.137.180.17,USA,Los Angeles,0.0,0.0,0.0,card_90408,0.0,1.0,1.0
4528,,,,,,,,,,,,,,,
4529,,,,,,,,,,,,,,,
4530,dev_402034,mobile,Edge,iOS,mobile/iOS/Edge,116.70.79.23,Pakistan,Islamabad,0.0,0.0,0.0,card_84175,0.0,1.0,1.0
4531,,,,,,,,,,,,,,,
4532,dev_583048,tablet,Chrome,Android,tablet/Android/Chrome,89.143.104.174,Saudi Arabia,Riyadh,0.0,0.0,0.0,card_19912,0.0,1.0,0.0
4533,dev_324356,mobile,Firefox,iOS,mobile/iOS/Firefox,6.189.10.243,Qatar,Doha,0.0,0.0,0.0,card_19547,0.0,1.0,1.0
4534,dev_651785,mobile,Samsung Internet,Android,mobile/Android/Samsung Internet,160.244.209.122,Pakistan,Islamabad,0.0,0.0,0.0,card_40313,0.0,1.0,1.0
4535,dev_332805,desktop,Firefox,macOS,desktop/macOS/Firefox,53.161.160.131,Australia,Sydney,0.0,0.0,0.0,card_54759,2.0,3.0,1.0
4536,dev_513247,desktop,Safari,macOS,desktop/macOS/Safari,142.249.30.59,Pakistan,Islamabad,0.0,0.0,0.0,card_35891,1.0,2.0,1.0
4537,dev_123869,desktop,Safari,Windows,desktop/Windows/Safari,153.16.62.25,UAE,Dubai,0.0,0.0,0.0,card_17308,0.0,1.0,0.0
4538,dev_517835,mobile,Chrome,Android,mobile/Android/Chrome,176.166.226.60,Pakistan,Islamabad,0.0,0.0,0.0,card_90372,0.0,1.0,0.0
4539,dev_156894,mobile,Edge,Android,mobile/Android/Edge,165.168.152.70,UAE,Dubai,1.0,0.0,0.0,card_17684,0.0,1.0,0.0
4540,dev_232038,mobile,Edge,iOS,mobile/iOS/Edge,35.2.206.152,Qatar,Doha,0.0,0.0,0.0,card_69983,0.0,1.0,1.0
4541,dev_572597,mobile,Safari,iOS,mobile/iOS/Safari,207.16.41.102,Pakistan,Islamabad,0.0,0.0,1.0,card_87824,1.0,2.0,1.0
4542,,,,,,,,,,,,,,,
4543,dev_488364,mobile,Safari,Android,mobile/Android/Safari,111.139.76.104,Pakistan,Islamabad,0.0,0.0,0.0,card_16656,0.0,1.0,1.0
4544,dev_862918,mobile,Chrome,Android,mobile/Android/Chrome,193.182.90.203,Pakistan,Islamabad,0.0,0.0,0.0,card_25817,0.0,1.0,1.0
4545,dev_509859,desktop,Chrome,macOS,desktop/macOS/Chrome,5.199.90.36,USA,Los Angeles,0.0,0.0,0.0,card_24050,0.0,1.0,1.0
4546,dev_111212,mobile,Firefox,iOS,mobile/iOS/Firefox,104.219.2.179,UAE,Dubai,0.0,0.0,0.0,card_42328,0.0,1.0,1.0
4547,dev_952958,mobile,Edge,Android,mobile/Android/Edge,160.150.63.192,Pakistan,Islamabad,0.0,0.0,0.0,card_43102,0.0,1.0,1.0
4548,dev_103445,desktop,Safari,Linux,desktop/Linux/Safari,202.101.141.151,UAE,Dubai,0.0,0.0,0.0,card_16895,0.0,1.0,1.0
4549,dev_511296,desktop,Safari,Linux,desktop/Linux/Safari,171.225.68.142,Pakistan,Islamabad,0.0,0.0,0.0,card_58739,0.0,1.0,1.0
4550,,,,,,,,,,,,,,,
4551,dev_460737,desktop,Safari,Windows,desktop/Windows/Safari,85.31.183.113,Pakistan,Islamabad,0.0,0.0,0.0,card_95848,0.0,1.0,1.0
4552,dev_961215,mobile,Chrome,Android,mobile/Android/Chrome,220.141.224.181,Pakistan,Islamabad,0.0,0.0,0.0,card_66307,0.0,1.0,1.0
4553,dev_229347,desktop,Firefox,Windows,desktop/Windows/Firefox,15.160.242.136,Pakistan,Islamabad,0.0,0.0,0.0,card_69016,0.0,1.0,0.0
4554,,,,,,,,,,,,,,,
4555,dev_779946,mobile,Edge,Android,mobile/Android/Edge,192.125.180.173,Saudi Arabia,Riyadh,0.0,0.0,0.0,card_70226,0.0,1.0,0.0
4556,dev_262260,desktop,Chrome,macOS,desktop/macOS/Chrome,134.139.24.98,USA,Los Angeles,0.0,0.0,0.0,card_34712,0.0,1.0,0.0
4557,dev_782028,mobile,Chrome,iOS,mobile/iOS/Chrome,23.248.169.57,USA,Los Angeles,0.0,0.0,0.0,card_86782,0.0,1.0,1.0
4558,dev_120857,mobile,Safari,iOS,mobile/iOS/Safari,27.162.68.189,Pakistan,Islamabad,0.0,0.0,0.0,card_37819,1.0,2.0,1.0
4559,dev_971886,mobile,Samsung Internet,Android,mobile/Android/Samsung Internet,176.107.252.86,Saudi Arabia,Riyadh,0.0,0.0,0.0,card_28369,0.0,1.0,1.0
4560,dev_172675,mobile,Edge,Android,mobile/Android/Edge,68.85.124.49,Pakistan,Islamabad,0.0,0.0,0.0,card_86628,0.0,1.0,1.0
4561,dev_827473,desktop,Safari,macOS,desktop/macOS/Safari,47.12.12.164,Pakistan,Islamabad,0.0,0.0,0.0,card_15928,0.0,1.0,0.0
4562,dev_883073,mobile,Chrome,iOS,mobile/iOS/Chrome,192.189.59.93,Pakistan,Islamabad,0.0,0.0,0.0,card_69272,0.0,1.0,0.0
4563,dev_699419,mobile,Chrome,iOS,mobile/iOS/Chrome,108.211.34.243,Pakistan,Islamabad,0.0,0.0,0.0,card_54594,0.0,1.0,1.0
4564,dev_392097,mobile,Firefox,iOS,mobile/iOS/Firefox,26.207.33.241,Pakistan,Islamabad,0.0,0.0,0.0,card_19279,0.0,1.0,1.0
4565,,,,,,,,,,,,,,,
4566,dev_767841,mobile,Firefox,Android,mobile/Android/Firefox,104.146.123.134,UK,Manchester,0.0,0.0,0.0,card_49544,0.0,1.0,1.0
4567,,,,,,,,,,,,,,,
4568,dev_879908,mobile,Chrome,Android,mobile/Android/Chrome,122.249.204.121,Pakistan,Islamabad,0.0,0.0,0.0,card_79839,0.0,1.0,1.0
4569,dev_299708,desktop,Safari,macOS,desktop/macOS/Safari,181.109.54.62,Pakistan,Islamabad,0.0,0.0,0.0,card_98861,0.0,1.0,1.0
4570,dev_886232,desktop,Chrome,Linux,desktop/Linux/Chrome,198.244.20.115,Pakistan,Islamabad,0.0,0.0,0.0,card_94558,1.0,2.0,1.0
4571,dev_645861,desktop,Chrome,Linux,desktop/Linux/Chrome,200.57.84.221,UK,Manchester,0.0,0.0,0.0,card_46569,0.0,1.0,0.0
4572,dev_252916,mobile,Chrome,iOS,mobile/iOS/Chrome,195.37.166.226,UK,Manchester,0.0,0.0,0.0,card_60597,0.0,1.0,0.0
4573,dev_118345,mobile,Chrome,iOS,mobile/iOS/Chrome,80.42.141.166,Turkey,Istanbul,0.0,0.0,0.0,card_47930,0.0,1.0,1.0
4574,dev_136434,mobile,Chrome,iOS,mobile/iOS/Chrome,46.8.2.242,Singapore,Singapore,0.0,0.0,0.0,card_12991,0.0,1.0,1.0
4575,dev_469630,mobile,Safari,Android,mobile/Android/Safari,97.114.67.220,Pakistan,Islamabad,0.0,0.0,0.0,card_54054,0.0,1.0,1.0
4576,dev_557930,mobile,Chrome,Android,mobile/Android/Chrome,115.189.116.65,Qatar,Doha,0.0,0.0,0.0,card_20329,0.0,1.0,0.0
4577,dev_111825,mobile,Chrome,Android,mobile/Android/Chrome,7.56.131.102,Canada,Toronto,0.0,0.0,0.0,card_69335,1.0,2.0,1.0
4578,dev_137464,desktop,Chrome,Linux,desktop/Linux/Chrome,201.29.63.28,Pakistan,Islamabad,0.0,0.0,0.0,card_16604,0.0,1.0,1.0
4579,dev_657054,mobile,Firefox,Android,mobile/Android/Firefox,86.85.54.6,UK,Manchester,0.0,1.0,0.0,card_30995,0.0,1.0,1.0
4580,,,,,,,,,,,,,,,
4581,dev_564391,mobile,Firefox,Android,mobile/Android/Firefox,99.0.69.3,Pakistan,Islamabad,0.0,0.0,0.0,card_71149,1.0,2.0,0.0
4582,dev_865030,mobile,Other,Android,mobile/Android/Other,168.147.206.192,Pakistan,Islamabad,0.0,0.0,0.0,card_58744,0.0,1.0,1.0
4583,dev_855337,mobile,Firefox,iOS,mobile/iOS/Firefox,102.39.218.93,Pakistan,Islamabad,0.0,0.0,0.0,card_14829,0.0,1.0,1.0
4584,,,,,,,,,,,,,,,
4585,,,,,,,,,,,,,,,
4586,dev_866172,mobile,Firefox,Android,mobile/Android/Firefox,131.106.14.9,UK,Manchester,0.0,0.0,0.0,card_41032,0.0,1.0,0.0
4587,dev_446475,mobile,Edge,Android,mobile/Android/Edge,7.189.95.26,Pakistan,Islamabad,0.0,0.0,0.0,card_84502,0.0,1.0,1.0
4588,dev_801517,mobile,Chrome,Android,mobile/Android/Chrome,55.139.30.213,Canada,Toronto,0.0,0.0,0.0,card_73121,0.0,1.0,0.0
4589,dev_696583,desktop,Safari,Windows,desktop/Windows/Safari,169.69.51.179,Turkey,Istanbul,0.0,0.0,0.0,card_81655,0.0,1.0,1.0
4590,dev_193198,desktop,Chrome,Windows,desktop/Windows/Chrome,168.227.10.244,Australia,Sydney,0.0,0.0,0.0,card_18164,0.0,1.0,0.0
4591,dev_639774,mobile,Safari,Android,mobile/Android/Safari,117.118.240.115,Pakistan,Islamabad,0.0,0.0,0.0,card_91466,1.0,2.0,1.0
4592,dev_503011,mobile,Chrome,Android,mobile/Android/Chrome,111.185.196.206,USA,Los Angeles,0.0,0.0,0.0,card_72165,0.0,1.0,1.0
4593,dev_505937,mobile,Safari,Android,mobile/Android/Safari,111.179.84.194,Canada,Toronto,0.0,0.0,0.0,card_63632,0.0,1.0,1.0
4594,dev_874517,mobile,Chrome,Android,mobile/Android/Chrome,80.221.49.82,Pakistan,Islamabad,0.0,0.0,0.0,card_56802,0.0,1.0,1.0
4595,dev_555519,mobile,Safari,iOS,mobile/iOS/Safari,122.213.204.45,Pakistan,Islamabad,0.0,0.0,0.0,card_16154,0.0,1.0,1.0
4596,dev_992687,mobile,Chrome,iOS,mobile/iOS/Chrome,21.159.250.170,Pakistan,Islamabad,0.0,0.0,0.0,card_86399,0.0,1.0,1.0
4597,dev_977309,mobile,Edge,Android,mobile/Android/Edge,197.164.127.109,Pakistan,Islamabad,0.0,0.0,0.0,card_13666,0.0,1.0,1.0
4598,dev_458625,desktop,Chrome,Linux,desktop/Linux/Chrome,55.77.91.227,Turkey,Istanbul,0.0,0.0,0.0,card_17701,0.0,1.0,1.0
4599,dev_113346,tablet,Edge,iOS,tablet/iOS/Edge,99.210.145.35,Pakistan,Islamabad,0.0,0.0,0.0,card_89451,0.0,1.0,1.0
4600,,,,,,,,,,,,,,,
4601,dev_876079,mobile,Chrome,Android,mobile/Android/Chrome,16.169.22.138,Turkey,Istanbul,0.0,0.0,0.0,card_18232,0.0,1.0,1.0
4602,,,,,,,,,,,,,,,
4603,dev_617528,mobile,Chrome,Android,mobile/Android/Chrome,23.80.54.18,Pakistan,Islamabad,0.0,0.0,0.0,card_19653,0.0,1.0,0.0
4604,dev_314573,desktop,Chrome,Linux,desktop/Linux/Chrome,223.189.134.59,Pakistan,Islamabad,0.0,0.0,0.0,card_96953,0.0,1.0,1.0
4605,dev_656562,mobile,Safari,Android,mobile/Android/Safari,135.25.63.98,Russia,Unknown,0.0,0.0,0.0,card_42055,0.0,1.0,1.0
4606,dev_187022,mobile,Safari,iOS,mobile/iOS/Safari,210.233.172.220,USA,Los Angeles,0.0,0.0,0.0,card_53712,0.0,1.0,1.0
4607,dev_538605,mobile,Safari,iOS,mobile/iOS/Safari,38.58.151.34,Canada,Toronto,0.0,0.0,0.0,card_27031,0.0,1.0,0.0
4608,dev_592284,mobile,Chrome,Android,mobile/Android/Chrome,194.180.84.254,Qatar,Doha,0.0,0.0,0.0,card_90286,0.0,1.0,0.0
4609,dev_774553,mobile,Chrome,Android,mobile/Android/Chrome,123.208.102.128,UK,Manchester,0.0,0.0,0.0,card_12776,0.0,1.0,1.0
4610,dev_184642,mobile,Safari,iOS,mobile/iOS/Safari,146.145.192.138,Australia,Sydney,0.0,0.0,0.0,card_76211,0.0,1.0,1.0
4611,dev_197455,desktop,Chrome,Linux,desktop/Linux/Chrome,107.122.6.30,Pakistan,Islamabad,0.0,0.0,0.0,card_82948,0.0,1.0,1.0
4612,dev_271415,desktop,Chrome,macOS,desktop/macOS/Chrome,195.35.9.165,Pakistan,Islamabad,0.0,0.0,0.0,card_97005,0.0,1.0,1.0
4613,dev_551174,mobile,Firefox,Android,mobile/Android/Firefox,122.134.46.229,Saudi Arabia,Riyadh,0.0,0.0,0.0,card_16824,0.0,1.0,1.0
4614,dev_537033,mobile,Firefox,Android,mobile/Android/Firefox,77.135.241.147,Canada,Toronto,0.0,0.0,0.0,card_40373,0.0,1.0,1.0
4615,dev_140766,mobile,Chrome,iOS,mobile/iOS/Chrome,63.4.143.209,USA,Los Angeles,0.0,0.0,0.0,card_26103,0.0,1.0,1.0
4616,dev_795256,mobile,Chrome,iOS,mobile/iOS/Chrome,183.27.1.81,Pakistan,Islamabad,0.0,0.0,0.0,card_20673,0.0,1.0,1.0
4617,dev_509147,mobile,Chrome,Android,mobile/Android/Chrome,206.189.19.159,Pakistan,Islamabad,0.0,0.0,0.0,card_42775,0.0,1.0,1.0
4618,dev_602927,mobile,Chrome,iOS,mobile/iOS/Chrome,223.39.125.76,Nigeria,Unknown,0.0,0.0,0.0,card_28426,0.0,1.0,0.0
4619,dev_252343,mobile,Safari,Android,mobile/Android/Safari,58.243.97.227,Pakistan,Islamabad,0.0,0.0,0.0,card_52558,0.0,1.0,1.0
4620,dev_294103,mobile,Samsung Internet,iOS,mobile/iOS/Samsung Internet,210.37.26.175,UK,Manchester,0.0,0.0,0.0,card_10271,0.0,1.0,1.0
4621,dev_183618,mobile,Chrome,Android,mobile/Android/Chrome,179.0.83.12,Pakistan,Islamabad,0.0,0.0,0.0,card_79781,0.0,1.0,0.0
4622,dev_797386,desktop,Chrome,Windows,desktop/Windows/Chrome,90.217.10.23,Pakistan,Islamabad,0.0,0.0,0.0,card_16361,0.0,1.0,1.0
4623,dev_965045,mobile,Chrome,Android,mobile/Android/Chrome,49.18.31.182,Pakistan,Islamabad,0.0,0.0,0.0,card_10217,0.0,1.0,0.0
4624,,,,,,,,,,,,,,,
4625,dev_181526,desktop,Firefox,Linux,desktop/Linux/Firefox,14.58.88.107,USA,Los Angeles,0.0,0.0,0.0,card_73057,0.0,1.0,0.0
4626,dev_516166,desktop,Safari,Linux,desktop/Linux/Safari,98.122.130.174,UAE,Dubai,0.0,0.0,0.0,card_33319,0.0,1.0,1.0
4627,,,,,,,,,,,,,,,
4628,dev_700491,tablet,Chrome,iOS,tablet/iOS/Chrome,7.102.126.102,Saudi Arabia,Riyadh,0.0,0.0,0.0,card_18433,0.0,1.0,1.0
4629,,,,,,,,,,,,,,,
4630,dev_264875,desktop,Chrome,Linux,desktop/Linux/Chrome,32.171.170.27,Romania,Unknown,0.0,0.0,0.0,card_38170,1.0,2.0,1.0
4631,dev_160803,mobile,Chrome,iOS,mobile/iOS/Chrome,144.201.28.29,Pakistan,Islamabad,0.0,0.0,0.0,card_81639,0.0,1.0,1.0
4632,dev_843834,mobile,Chrome,Android,mobile/Android/Chrome,132.142.211.52,Qatar,Doha,0.0,0.0,0.0,card_87056,0.0,1.0,0.0
4633,dev_880109,desktop,Safari,macOS,desktop/macOS/Safari,135.86.79.167,Qatar,Doha,0.0,0.0,0.0,card_49122,0.0,1.0,1.0
4634,dev_468875,mobile,Samsung Internet,Android,mobile/Android/Samsung Internet,178.151.204.225,Pakistan,Islamabad,0.0,0.0,0.0,card_74240,0.0,1.0,0.0
4635,dev_858733,desktop,Chrome,macOS,desktop/macOS/Chrome,183.112.204.48,Pakistan,Islamabad,0.0,0.0,0.0,card_93169,0.0,1.0,1.0
4636,dev_739690,mobile,Safari,Android,mobile/Android/Safari,104.175.142.27,Indonesia,Unknown,0.0,0.0,0.0,card_84169,0.0,1.0,1.0
4637,dev_673379,mobile,Chrome,iOS,mobile/iOS/Chrome,136.174.36.85,UK,Manchester,0.0,0.0,0.0,card_18691,0.0,1.0,1.0
4638,,,,,,,,,,,,,,,
4639,dev_239089,desktop,Chrome,Linux,desktop/Linux/Chrome,165.147.140.16,UK,Manchester,0.0,0.0,0.0,card_86335,1.0,2.0,1.0
4640,dev_685924,mobile,Chrome,Android,mobile/Android/Chrome,138.33.107.103,Qatar,Doha,0.0,0.0,0.0,card_55388,0.0,1.0,1.0
4641,dev_664581,mobile,Edge,iOS,mobile/iOS/Edge,179.213.163.253,Pakistan,Islamabad,1.0,0.0,0.0,card_66981,2.0,3.0,0.0
4642,,,,,,,,,,,,,,,
4643,,,,,,,,,,,,,,,
4644,dev_126708,tablet,Chrome,Android,tablet/Android/Chrome,126.82.120.57,Pakistan,Islamabad,0.0,0.0,0.0,card_27532,0.0,1.0,1.0
4645,dev_594041,mobile,Safari,iOS,mobile/iOS/Safari,162.180.201.96,UK,Manchester,0.0,0.0,0.0,card_64260,0.0,1.0,1.0
4646,,,,,,,,,,,,,,,
4647,,,,,,,,,,,,,,,
4648,dev_429481,mobile,Firefox,Android,mobile/Android/Firefox,99.173.23.17,Saudi Arabia,Riyadh,1.0,0.0,0.0,card_63110,0.0,1.0,1.0
4649,dev_518069,desktop,Chrome,Linux,desktop/Linux/Chrome,162.146.75.61,Pakistan,Islamabad,1.0,0.0,0.0,card_54860,0.0,1.0,1.0
4650,dev_743198,mobile,Chrome,Android,mobile/Android/Chrome,220.182.4.98,Pakistan,Islamabad,0.0,0.0,0.0,card_94080,0.0,1.0,1.0
4651,dev_189170,desktop,Chrome,Linux,desktop/Linux/Chrome,189.237.253.175,Pakistan,Islamabad,0.0,0.0,0.0,card_71267,0.0,1.0,1.0
4652,dev_642641,mobile,Edge,iOS,mobile/iOS/Edge,213.2.67.20,Saudi Arabia,Riyadh,0.0,0.0,0.0,card_15824,0.0,1.0,0.0
