tier_id,event_id,category_name,price,currency,total_seats
778,355,Standard,46.04,USD,182
779,356,General Admission,84.56,USD,34
780,356,Early Bird,59.27,USD,120
781,356,Platinum,285.19,USD,186
782,357,Early Bird,83.01,USD,258
783,357,General Admission,113.61,USD,180
784,357,VIP,260.81,USD,220
785,358,Balcony,12.04,USD,122
786,358,General Admission,14.73,USD,100
787,358,Early Bird,11.82,USD,146
788,359,Standard,65.91,USD,886
789,360,General Admission,40.16,USD,336
790,361,General Admission,30.53,USD,602
791,361,Balcony,26.54,USD,597
792,362,Early Bird,20.04,USD,494
793,362,VIP,67.39,USD,487
794,362,Balcony,21.38,USD,1503
795,363,VIP,45.34,USD,141
796,363,Standard,19.71,USD,32
797,363,Platinum,70.65,USD,200
798,363,Early Bird,14.08,USD,214
799,364,Platinum,72.66,USD,3045
800,364,Balcony,15.83,USD,1512
801,364,VIP,46.97,USD,446
802,365,General Admission,43.89,USD,1680
803,366,VIP,59.84,USD,623
804,366,Balcony,22.87,USD,1118
805,366,General Admission,26.86,USD,2878
806,367,Balcony,29.27,USD,284
807,367,Platinum,124.8,USD,98
808,367,Early Bird,23.99,USD,129
809,368,VIP,69.56,USD,54
810,368,Early Bird,23.36,USD,48
811,369,VIP,94.08,USD,239
812,369,Balcony,31.88,USD,28
813,370,Platinum,240.63,USD,82
814,370,VIP,153.39,USD,214
815,371,Platinum,262.09,USD,69
816,371,Standard,71.79,USD,84
817,371,General Admission,66.62,USD,55
818,372,VIP,76.48,USD,18
819,372,General Admission,30.08,USD,41
820,373,Balcony,31.69,USD,974
821,373,General Admission,37.6,USD,542
822,374,Standard,10.6,USD,83
823,375,Standard,317.32,USD,861
824,375,Balcony,263.0,USD,343
825,375,VIP,708.3,USD,172
826,376,General Admission,74.98,USD,530
827,376,VIP,171.51,USD,496
828,376,Early Bird,48.62,USD,2059
829,376,Balcony,58.14,USD,1756
830,377,Balcony,10.75,USD,112
831,377,General Admission,11.38,USD,137
832,378,Platinum,189.63,USD,288
833,378,VIP,119.22,USD,513
834,379,Standard,77.06,USD,93
835,379,General Admission,70.69,USD,34
836,379,Platinum,284.14,USD,237
837,380,General Admission,57.56,USD,1245
838,381,General Admission,23.33,USD,164
839,382,Balcony,59.68,USD,268
840,382,Standard,74.27,USD,208
841,383,General Admission,23.7,USD,993
842,383,Platinum,86.31,USD,677
843,384,Balcony,24.65,USD,518
844,385,Early Bird,38.59,USD,6
845,385,Standard,54.21,USD,99
846,386,VIP,39.66,USD,906
847,386,Early Bird,12.48,USD,977
848,387,General Admission,39.62,USD,47
849,387,VIP,93.78,USD,101
850,388,Platinum,160.62,USD,129
851,388,Early Bird,27.67,USD,149
852,388,General Admission,39.58,USD,309
853,389,Platinum,222.71,USD,100
854,389,VIP,151.48,USD,494
855,389,Balcony,48.55,USD,379
856,390,Standard,29.16,USD,183
857,390,VIP,71.14,USD,302
858,390,Platinum,113.4,USD,126
859,391,Platinum,100.16,USD,6887
860,392,Early Bird,27.51,USD,574
861,392,VIP,93.9,USD,559
862,393,Early Bird,41.34,USD,277
863,393,General Admission,55.04,USD,166
864,394,General Admission,108.03,USD,653
865,394,VIP,281.26,USD,340
866,395,Standard,16.29,USD,670
867,396,Platinum,169.57,USD,326
868,396,Early Bird,34.41,USD,242
869,397,General Admission,17.48,USD,694
870,398,VIP,64.11,USD,109
871,398,Platinum,90.48,USD,242
872,399,Platinum,118.48,USD,475
873,399,VIP,74.91,USD,197
874,400,Platinum,125.38,USD,328
875,401,Balcony,36.89,USD,23
876,401,Standard,40.14,USD,57
877,402,Platinum,294.73,USD,581
878,402,Balcony,67.46,USD,1121
879,403,General Admission,49.21,USD,309
880,404,VIP,208.36,USD,627
881,405,VIP,135.52,USD,89
882,405,Balcony,52.42,USD,109
883,405,General Admission,55.07,USD,54
884,406,Balcony,38.7,USD,75
885,406,Standard,44.25,USD,75
886,406,VIP,117.24,USD,110
887,407,Platinum,249.07,USD,83
888,407,VIP,152.11,USD,49
889,407,Standard,60.42,USD,59
890,408,Standard,36.32,USD,355
891,408,Balcony,31.8,USD,379
892,408,General Admission,37.29,USD,669
893,409,Platinum,233.02,USD,1789
894,410,Early Bird,45.79,USD,266
895,410,Platinum,235.75,USD,291
896,411,Balcony,15.43,USD,318
897,412,Platinum,184.72,USD,49
898,412,VIP,107.48,USD,29
899,412,Standard,49.16,USD,21
900,413,Early Bird,15.84,USD,688
901,413,Balcony,20.08,USD,517
902,414,Early Bird,9.79,USD,276
903,415,Early Bird,28.53,USD,178
904,416,Platinum,147.33,USD,560
905,417,Early Bird,13.84,USD,353
906,417,Standard,19.61,USD,35
907,418,General Admission,23.81,USD,119
908,419,Balcony,45.05,USD,77
909,419,Standard,54.64,USD,58
910,420,Balcony,43.5,USD,762
911,421,Platinum,427.85,USD,61
912,421,Standard,109.94,USD,220
913,422,Balcony,54.21,USD,906
914,423,General Admission,22.82,USD,216
915,423,Early Bird,18.31,USD,215
916,423,Balcony,21.27,USD,197
917,424,Standard,9.64,USD,216
918,424,Platinum,35.18,USD,277
919,424,Balcony,8.1,USD,1057
920,425,VIP,117.35,USD,60
921,425,Standard,50.31,USD,57
922,425,General Admission,52.43,USD,61
923,425,Platinum,188.15,USD,56
924,426,General Admission,28.39,USD,687
925,427,Standard,156.96,USD,721
926,427,General Admission,147.78,USD,308
927,428,Standard,18.27,USD,99
928,428,Platinum,71.75,USD,153
929,428,General Admission,20.96,USD,37
930,429,Early Bird,11.87,USD,1243
931,429,Platinum,60.5,USD,437
932,430,Balcony,43.53,USD,59
933,430,Early Bird,40.54,USD,42
934,431,Balcony,109.59,USD,124
935,431,Early Bird,93.93,USD,69
936,431,General Admission,142.22,USD,41
937,432,General Admission,24.47,USD,77
938,432,Early Bird,21.4,USD,21
939,433,Balcony,41.69,USD,260
940,434,Standard,13.48,USD,132
941,434,Early Bird,10.0,USD,333
942,435,Early Bird,8.72,USD,674
943,435,General Admission,12.09,USD,327
944,435,Balcony,9.42,USD,248
945,436,Platinum,401.58,USD,466
946,437,Early Bird,11.27,USD,106
947,437,Balcony,13.1,USD,106
948,437,General Admission,16.04,USD,86
949,438,Standard,18.78,USD,9
950,438,General Admission,17.66,USD,47
951,438,Balcony,16.87,USD,57
952,439,VIP,21.19,USD,27
953,439,Standard,9.31,USD,133
954,440,General Admission,60.4,USD,44
955,440,Standard,61.19,USD,497
956,440,Early Bird,45.33,USD,199
957,441,Balcony,8.96,USD,443
958,441,General Admission,11.15,USD,602
959,441,Early Bird,8.13,USD,268
960,442,Balcony,62.86,USD,353
961,442,General Admission,75.11,USD,5
962,443,Platinum,371.61,USD,1036
963,443,General Admission,91.93,USD,791
964,444,Standard,26.02,USD,67
965,444,Platinum,92.81,USD,68
966,444,Balcony,21.36,USD,59
967,444,VIP,60.66,USD,14
968,445,Standard,78.0,USD,113
969,445,Platinum,266.71,USD,254
970,446,General Admission,37.32,USD,190
971,446,Balcony,32.95,USD,209
972,447,General Admission,51.11,USD,1147
973,447,Balcony,41.6,USD,1365
974,448,Early Bird,11.07,USD,622
975,449,Platinum,146.2,USD,13
976,449,General Admission,35.61,USD,36
977,449,Standard,36.08,USD,39
978,450,VIP,189.88,USD,315
979,450,Balcony,66.75,USD,493
980,450,Early Bird,55.31,USD,601
981,451,VIP,87.67,USD,3449
982,452,Platinum,195.04,USD,424
983,453,Platinum,48.18,USD,94
984,453,Balcony,10.51,USD,39
985,453,Standard,12.65,USD,88
986,454,Early Bird,17.02,USD,526
987,454,VIP,63.19,USD,403
988,454,Balcony,21.9,USD,362
989,455,Platinum,228.14,USD,1466
990,455,Balcony,51.81,USD,2415
991,456,VIP,130.51,USD,50
992,456,Platinum,195.97,USD,347
993,456,Early Bird,38.92,USD,873
994,457,VIP,125.29,USD,31
995,457,Standard,54.69,USD,15
996,457,Platinum,218.1,USD,14
997,457,Balcony,49.77,USD,46
998,458,Balcony,7.28,USD,201
999,458,Early Bird,5.61,USD,282
1000,458,VIP,19.22,USD,673
1001,459,General Admission,46.67,USD,389
1002,459,VIP,108.84,USD,425
1003,460,Early Bird,28.69,USD,208
1004,461,Balcony,11.94,USD,649
1005,461,Standard,14.28,USD,99
1006,461,Platinum,52.75,USD,546
1007,461,General Admission,14.03,USD,679
1008,462,Standard,47.43,USD,844
1009,463,Early Bird,17.28,USD,949
1010,463,VIP,53.19,USD,894
1011,463,General Admission,23.67,USD,184
1012,464,General Admission,28.44,USD,15
1013,464,Standard,25.76,USD,30
1014,464,VIP,65.05,USD,141
1015,465,General Admission,28.1,USD,811
1016,466,Platinum,96.51,USD,222
1017,467,VIP,65.78,USD,71
1018,467,Platinum,105.22,USD,625
1019,468,VIP,84.14,USD,1093
1020,468,Platinum,127.05,USD,1291
1021,469,VIP,174.33,USD,130
1022,470,Balcony,41.64,USD,138
1023,471,Standard,16.42,USD,758
1024,471,Balcony,15.32,USD,70
1025,471,Platinum,67.52,USD,586
1026,472,Balcony,139.52,USD,160
1027,472,Standard,148.46,USD,74
1028,472,General Admission,159.22,USD,120
1029,472,VIP,372.8,USD,179
1030,473,Balcony,49.87,USD,1755
1031,474,Platinum,293.33,USD,59
1032,474,VIP,177.07,USD,182
1033,475,Early Bird,53.08,USD,573
1034,476,Standard,28.03,USD,1083
1035,477,General Admission,17.43,USD,312
1036,477,Balcony,15.19,USD,358
1037,478,Balcony,74.16,USD,21
1038,478,Standard,82.67,USD,69
1039,479,General Admission,20.32,USD,2738
1040,479,VIP,46.74,USD,6420
1041,480,Standard,22.29,USD,673
